 Cristeno,Male
 Cristenos,Male
 Cristofo,Male
 Cristos,Male
 Dalio,Male
 Dalian,Male
 Damino,Male
 Dammos,Male
 Danello,Male
 Danellos,Male
 Dano,Male
 Dannos,Male
 Davo,Male
 Davios,Male
 Domino,Male
 Domnos,Male
 Elian,Male
 Helian,Male
 Eligio,Male
 Elihios,Male
 Elio,Male
 Ellios,Male
 Emanolo,Male
 Emannos,Male
 Enrico,Male
 Enrikos,Male
 Esekio,Male
 Esekios,Male
 Esro,Male
 Ezro,Male
 Ezros,Male
 Etan,Male
 Evanio,Male
 Ephanos,Male
 Gabrilo,Male
 Gabrios,Male
 Galan,Male
 Gallos,Male
 Gavano,Male
 Gavannos,Male
 Giaco,Male
 Jakos,Male
 Giacomo,Male
 Jacomo,Male
 Jakomos,Male
 Giadeo,Male
 Hadeos,Male
 Giasson,Male
 Giassonos,Male
 Gionato,Male
 Gionatos,Male
 Giorran,Male
 Jorros,Male
 Gioseno,Male
 Giosenos,Male
 Gioseppi,Male
 Gioseppos,Male
 Giosso,Male
 Hossos,Male
 Giovan,Male
 Jovos,Male
 Giulio,Male
 Hulios,Male
 Grassio,Male
 Grassos,Male
 Guan,Male
 Jannos,Male
 Guliemo,Male
 Guliemos,Male
 Haddeo,Male
 Haddeos,Male
 Hano,Male
 Hanos,Male
 Hanro,Male
 Hanros,Male
 Hanto,Male
 Hantos,Male
 Hasselo,Male
 Axlos,Male
 Havio,Male
 Xavios,Male
 Horacio,Male
 Horace,Male
 Hosso,Male
 Hossos,Male
 Iacono,Male
 Jakonos,Male
 Iago,Male
 Tiago,Male
 Iamos,Male
 Ianio,Male
 Jannos,Male
 Iasono,Male
 Jasonos,Male
 Iesso,Male
 Hessos,Male
 Iono,Male
 Yonnos,Male
 Isamo,Male
 Isamos,Male
 Isimo,Male
 Isimos,Male
 Ivano,Male
 Ibannos,Male
 Jeraldo,Male
 Graddos,Male
 Lando,Male
 Landos,Male
 Leo,Male
 Leon,Male
 Leon,Male
 Leonnos,Male
 Levio,Male
 Lebbios,Male
 Liamo,Male
 Liamos,Male
 Lincono,Male
 Linconos,Male
 Lucios,Male
 Lukios,Male
 Luco,Male
 Lucos,Male
 Lugo,Male
 Lucan,Male
 Luho,Male
 Luhos,Male
 Masono,Male
 Masnos,Male
 Massimo,Male
 Maksimos,Male
 Mateo,Male
 Mateos,Male
 Matos,Male
 Matto,Male
 Mattos,Male
 Miglan,Male
 Miglos,Male
 Miguel,Male
 Miguelos,Male
 Milio,Male
 Miliano,Male
 Milyannos,Male
 Mitro,Male
 Mitros,Male
 Natan,Male
 Natannos,Male
 Nateo,Male
 Natos,Male
 Nicolo,Male
 Nicos,Male
 Nolano,Male
 Nolannos,Male
 Oscaro,Male
 Oskos,Male
 Otio,Male
 Ottios,Male
 Remo,Male
 Remmos,Male
 Riano,Male
 Rianos,Male
 Ridero,Male
 Riddros,Male
 Robero,Male
 Robbos,Male
 Roman,Male
 Romannos,Male
 Saccoro,Male
 Saccaros,Male
 Samual,Male
 Samos,Male
 Santo,Male
 Santos,Male
 Sebastio,Male
 Sebastos,Male
 Bastio,Male
 Teodoro,Male
 Theodorus,Male
 Tiago,Male
 Iago,Male
 Iagos,Male
 Tagos,Male
 Tilo,Male
 Tiloros,Male
 Tomo,Male
 Tommos,Male
 Uenio,Male
 Unnos,Male
 Victoran,Male
 Tornos,Male
 Vincenso,Male
 Vincenzo,Male
 Vinnos,Male
