 Hoseas,Male
 Huntyr,Male
 Han,Male
 Hynry,Male
 Henro,Male
 Iaen,Male
 Ian,Male
 Isaac,Male
 Isiah,Male
 Isaias,Male
 Ivaen,Male
 Ivan,Male
 Jacoby,Male
 Jacob,Male
 Jaeden,Male
 Jayden,Male
 Jak,Male
 Jyck,Male
 Jasyn,Male
 Jason,Male
 Jax,Male
 Jaxon,Male
 Jaymes,Male
 Iamus,Male
 Jestin,Male
 Yestin,Male
 John,Male
 Jonn,Male
 Jonath,Male
 Joathyn,Male
 Jorden,Male
 Jordyn,Male
 Joseth,Male
 Joeseph,Male
 Joshen,Male
 Goshen,Male
 Josyah,Male
 Josius,Male
 Jovan,Male
 Julian,Male
 Julyan,Male
 Kevin,Male
 Kevan,Male
 Lan,Male
 Alyn,Male
 Landon,Male
 Landyn,Male
 Lenus,Male
 Linus,Male
 Leon,Male
 Leo,Male
 Lynard,Male
 Levi,Male
 Levy,Male
 Liam,Male
 Logan,Male
 Lucan,Male
 Luc,Male
 Lucas,Male
 Lucyus,Male
 Louis,Male
 Lyncon,Male
 Lincus,Male
 Mason,Male
 Masyn,Male
 Mathew,Male
 Mattius,Male
 Matt,Male
 Maximer,Male
 Maximus,Male
 Michael,Male
 Migwell,Male
 Mither,Male
 Nathyn,Male
 Nathan,Male
 Nathynel,Male
 Nathanyel,Male
 Nicholus,Male
 Nik,Male
 Noam,Male
 Nolyn,Male
 Nolan,Male
 Olver,Male
 Olliver,Male
 Osco,Male
 Oscus,Male
 Oscar,Male
 Owyn,Male
 Owen,Male
 Remus,Male
 Jaeremy,Male
 Rian,Male
 Ryan,Male
 Robett,Male
 Robb,Male
 Roman,Male
 Romyn,Male
 Ryder,Male
 Samwell,Male
 Samuel,Male
 Sebasten,Male
 Bastien,Male
 Taegus,Male
 Santus,Male
 Theodor,Male
 Theodus,Male
 Thedoras,Male
 Thomys,Male
 Tommas,Male
 Tomm,Male
 Thom,Male
 Tophyr,Male
 Cristor,Male
 Tylor,Male
 Ty,Male
 Tylus,Male
 Victor,Male
 Vyctor,Male
 Vincent,Male
 Vyncent,Male
 Vynce,Male
 Wann,Male
 Wanny,Male
 Willam,Male
 Willem,Male
 Wytt,Male
 Xander,Male
 Alexander,Male
 Xavyer,Male
 Xavy,Male
 Havy,Male
 Zachaery,Male
 Zeke,Male
 Zeek,Male
 Ezekyel,Male
